question_id,parent_question_id,block_name,question_type,selector,answer_type,question_text,sub_item_text,full_question,options,num_options
QID232_r15,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I tend to feel scared when I am with friends who are afraid.,Please indicate your agreement with each of the following statements about yourself. - I tend to feel scared when I am with friends who are afraid.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID232_r16,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I can usually realize quickly when a friend is angry.,Please indicate your agreement with each of the following statements about yourself. - I can usually realize quickly when a friend is angry.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID232_r17,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I often get swept up in my friends’ feelings.,Please indicate your agreement with each of the following statements about yourself. - I often get swept up in my friends’ feelings.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID232_r18,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,My friend’s unhappiness doesn’t make me feel anything.,Please indicate your agreement with each of the following statements about yourself. - My friend’s unhappiness doesn’t make me feel anything.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID232_r19,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I am not usually aware of my friends’ feelings.,Please indicate your agreement with each of the following statements about yourself. - I am not usually aware of my friends’ feelings.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID232_r2,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,"After being with a friend who is sad about something, I usually feel sad.","Please indicate your agreement with each of the following statements about yourself. - After being with a friend who is sad about something, I usually feel sad.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID232_r20,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I have trouble figuring out when my friends are happy.,Please indicate your agreement with each of the following statements about yourself. - I have trouble figuring out when my friends are happy.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID232_r3,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I can understand my friend’s happiness when she/he does well at something.,Please indicate your agreement with each of the following statements about yourself. - I can understand my friend’s happiness when she/he does well at something.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID232_r4,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I get frightened when I watch characters in a good scary movie.,Please indicate your agreement with each of the following statements about yourself. - I get frightened when I watch characters in a good scary movie.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID232_r5,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I get caught up in other people’s feelings easily.,Please indicate your agreement with each of the following statements about yourself. - I get caught up in other people’s feelings easily.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID232_r6,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I find it hard to know when my friends are frightened.,Please indicate your agreement with each of the following statements about yourself. - I find it hard to know when my friends are frightened.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID232_r7,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I don’t become sad when I see other people crying.,Please indicate your agreement with each of the following statements about yourself. - I don’t become sad when I see other people crying.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID232_r8,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,Other people’s feelings don’t bother me at all.,Please indicate your agreement with each of the following statements about yourself. - Other people’s feelings don’t bother me at all.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID232_r9,QID232,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,When someone is feeling down I can usually understand how they feel.,Please indicate your agreement with each of the following statements about yourself. - When someone is feeling down I can usually understand how they feel.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID233_r1,QID233,Personality,Matrix,Likert,ordinal,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,I'd rather depend on myself than others,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. - I'd rather depend on myself than others,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongy""]",5
QID233_r10,QID233,Personality,Matrix,Likert,ordinal,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,The well-being of my coworkers is important to me,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. - The well-being of my coworkers is important to me,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongy""]",5
QID233_r11,QID233,Personality,Matrix,Likert,ordinal,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,"To me, pleasure is spending time with others","Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. - To me, pleasure is spending time with others","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongy""]",5
